games,Max Tile
0.0,1024
games,Max Tile
0.0,512
games,Max Tile
0.0,512
110.0,512
220.0,1024
330.0,1024
440.0,1024
550.0,1024
660.0,1024
770.0,1024
880.0,1024
990.0,2048
1100.0,1024
