games,Mean Max Tile
0.0,225.4
games,Mean Max Tile
0.0,236.88
games,Mean Max Tile
0.0,215.36
110.0,272.0
220.0,340.48
330.0,373.12
440.0,450.56
550.0,440.32
660.0,501.76
770.0,505.6
880.0,506.88
990.0,563.2
1100.0,529.92
