games,Mean reward
0.0,2572.0
games,Mean reward
0.0,2713.36
games,Mean reward
0.0,2517.84
110.0,3398.44
220.0,4368.44
330.0,4885.52
440.0,5967.8
550.0,5962.2
660.0,7228.88
770.0,7056.96
880.0,7278.68
990.0,7830.84
1100.0,7548.04
