games,2048 rate
51223.583602026716,0.77
51323.62966374942,0.81
51423.67572547213,0.72
51523.72178719484,0.76
51623.76784891755,0.81
51723.81391064026,0.75
51823.85997236297,0.73
51923.906034085674,0.76
52023.95209580838,0.71
52123.99815753109,0.79
52224.0442192538,0.77
52324.09028097651,0.83
52424.13634269922,0.83
52524.182404421925,0.76
52624.22846614463,0.72
52724.27452786734,0.79
52824.320589590054,0.82
52924.36665131276,0.79
53024.41271303547,0.74
53124.458774758175,0.77
53224.50483648088,0.73
53324.55089820359,0.83
53424.596959926304,0.71
53524.64302164901,0.75
53624.68908337172,0.73
53724.735145094426,0.82
53824.78120681713,0.83
53924.82726853984,0.71
54024.873330262555,0.76
54124.91939198526,0.72
54224.96545370797,0.73
54325.01151543068,0.72
54425.057577153384,0.8
54525.10363887609,0.77
54625.149700598806,0.76
54725.19576232151,0.72
54825.24182404422,0.74
54925.28788576693,0.77
55025.333947489635,0.74
55125.38000921234,0.75
55225.42607093506,0.82
55325.472132657764,0.77
55425.51819438047,0.73
55525.56425610318,0.8
55625.610317825885,0.75
55725.65637954859,0.8
55825.70244127131,0.73
55925.748502994014,0.79
56025.79456471672,0.81
56125.84062643943,0.8
56225.886688162136,0.81
56325.93274988484,0.74
56425.97881160756,0.79
56526.024873330265,0.81
56626.07093505297,0.75
56726.11699677568,0.74
56826.16305849839,0.71
56926.209120221094,0.8
57026.25518194381,0.68
57126.301243666516,0.83
57226.34730538922,0.75
57326.39336711193,0.76
57426.43942883464,0.75
57526.485490557345,0.79
57626.53155228005,0.68
57726.57761400277,0.75
57826.623675725474,0.8
57926.66973744818,0.7
58026.71579917089,0.75
58126.761860893595,0.68
58226.8079226163,0.77
58326.85398433902,0.79
58426.900046061724,0.88
58526.94610778443,0.8
58626.99216950714,0.75
58727.038231229846,0.76
58827.08429295255,0.77
58927.13035467527,0.7
59027.176416397975,0.76
59127.22247812068,0.73
59227.26853984339,0.71
59327.3146015661,0.71
59427.360663288804,0.81
59527.40672501152,0.76
59627.452786734226,0.73
59727.49884845693,0.77
59827.54491017964,0.69
59927.59097190235,0.72
60027.637033625055,0.73
60127.68309534777,0.84
60227.72915707048,0.76
60327.775218793184,0.79
60427.82128051589,0.65
60527.8673422386,0.83
60627.913403961305,0.77
60727.95946568402,0.82
60828.00552740673,0.74
60928.051589129434,0.74
61028.09765085214,0.75
61128.14371257485,0.79
61228.189774297556,0.76
61328.23583602027,0.8
61428.28189774298,0.73
61528.327959465685,0.77
61628.37402118839,0.76
61728.4200829111,0.72
61828.46614463381,0.77
61928.51220635652,0.65
62028.55826807923,0.74
62128.604329801936,0.75
62228.65039152464,0.77
62328.69645324735,0.73
62428.74251497006,0.75
62528.78857669277,0.79
62628.83463841548,0.78
62728.88070013819,0.67
62828.926761860894,0.69
62928.9728235836,0.66
63029.01888530631,0.68
63129.06494702902,0.74
63229.11100875173,0.73
63329.15707047444,0.79
63429.203132197144,0.85
63529.24919391985,0.73
63629.29525564256,0.74
63729.34131736527,0.8
63829.38737908798,0.74
63929.43344081069,0.73
64029.479502533395,0.76
64129.5255642561,0.68
64229.57162597881,0.69
64329.61768770152,0.78
64429.66374942423,0.75
64529.70981114694,0.79
64629.755872869646,0.78
64729.80193459235,0.68
64829.84799631506,0.75
64929.89405803777,0.8
65029.94011976048,0.77
65129.98618148319,0.79
65230.0322432059,0.79
65330.078304928604,0.76
65430.12436665131,0.69
65530.17042837402,0.8
65630.21649009673,0.78
65730.26255181944,0.71
65830.30861354215,0.72
65930.35467526485,0.78
66030.40073698756,0.75
66130.44679871027,0.76
66230.49286043298,0.73
66330.53892215568,0.72
66430.58498387839,0.76
66530.63104560111,0.76
66630.67710732382,0.7
66730.72316904653,0.74
66830.76923076923,0.74
66930.81529249194,0.65
67030.86135421465,0.74
67130.90741593736,0.73
67230.95347766006,0.74
67330.99953938277,0.75
67431.04560110548,0.82
67531.09166282818,0.73
67631.13772455089,0.78
67731.18378627361,0.76
67831.22984799632,0.81
67931.27590971903,0.78
68031.32197144174,0.69
68131.36803316444,0.73
68231.41409488715,0.68
68331.46015660986,0.73
68431.50621833256,0.67
68531.55228005527,0.69
68631.59834177798,0.74
68731.64440350069,0.65
68831.6904652234,0.74
68931.73652694612,0.77
69031.78258866882,0.74
69131.82865039153,0.72
69231.87471211424,0.73
69331.92077383694,0.71
69431.96683555965,0.77
69532.01289728236,0.73
69632.05895900507,0.71
69732.10502072777,0.77
69832.15108245048,0.74
69932.19714417319,0.76
70032.2432058959,0.74
70132.28926761862,0.75
70232.33532934132,0.72
70332.38139106403,0.64
70432.42745278674,0.69
70532.47351450945,0.78
70632.51957623215,0.74
70732.56563795486,0.74
70832.61169967757,0.64
70932.65776140027,0.74
71032.70382312298,0.72
71132.74988484569,0.73
71232.7959465684,0.77
71332.8420082911,0.68
71432.88807001383,0.71
71532.93413173653,0.77
71632.98019345924,0.77
71733.02625518195,0.67
71833.07231690465,0.78
71933.11837862736,0.78
72033.16444035007,0.7
72133.21050207278,0.7
72233.25656379548,0.81
72333.30262551819,0.7
72433.3486872409,0.73
72533.3947489636,0.75
72633.44081068633,0.77
72733.48687240903,0.75
72833.53293413174,0.78
72933.57899585445,0.72
73033.62505757716,0.78
73133.67111929986,0.65
73233.71718102257,0.71
73333.76324274528,0.76
73433.80930446798,0.79
73533.85536619069,0.81
73633.9014279134,0.75
73733.9474896361,0.63
73833.99355135883,0.8
73934.03961308154,0.79
74034.08567480424,0.74
74134.13173652695,0.83
74234.17779824966,0.66
74334.22385997236,0.77
74434.26992169507,0.7
74534.31598341778,0.73
74634.36204514049,0.7
74734.4081068632,0.75
74834.4541685859,0.67
74934.50023030861,0.67
75034.54629203133,0.74
75134.59235375404,0.76
75234.63841547674,0.74
75334.68447719945,0.65
75434.73053892216,0.72
75534.77660064487,0.78
75634.82266236757,0.7
75734.86872409028,0.65
75834.91478581299,0.71
75934.9608475357,0.69
76035.0069092584,0.69
76135.05297098111,0.77
76235.09903270383,0.87
76335.14509442654,0.7
76435.19115614925,0.78
76535.23721787195,0.79
76635.28327959466,0.74
76735.32934131737,0.71
76835.37540304007,0.78
76935.42146476278,0.77
77035.46752648549,0.75
77135.5135882082,0.66
77235.5596499309,0.72
77335.60571165361,0.75
77435.65177337632,0.74
77535.69783509904,0.74
77635.74389682175,0.77
77735.78995854445,0.75
77835.83602026716,0.71
77935.88208198987,0.59
78035.92814371258,0.72
78135.97420543528,0.73
78236.02026715799,0.8
78336.0663288807,0.73
78436.1123906034,0.73
78536.15845232611,0.71
78636.20451404882,0.72
78736.25057577154,0.72
78836.29663749425,0.73
78936.34269921696,0.69
79036.38876093966,0.79
79136.43482266237,0.72
79236.48088438508,0.75
79336.52694610778,0.73
79436.57300783049,0.67
79536.6190695532,0.7
79636.6651312759,0.77
79736.71119299861,0.73
79836.75725472132,0.7
79936.80331644404,0.78
80036.84937816675,0.74
80136.89543988946,0.73
80236.94150161216,0.7
80336.98756333487,0.66
80437.03362505758,0.72
80537.07968678029,0.74
80637.125748503,0.67
80737.1718102257,0.7
80837.2178719484,0.76
80937.26393367111,0.69
81037.30999539382,0.79
81137.35605711654,0.7
81237.40211883925,0.68
81337.44818056196,0.76
81437.49424228467,0.79
81537.54030400737,0.64
81637.58636573008,0.81
81737.63242745279,0.69
81837.6784891755,0.72
81937.7245508982,0.76
82037.77061262091,0.68
82137.81667434362,0.83
82237.86273606632,0.75
82337.90879778904,0.75
82437.95485951175,0.73
82538.00092123446,0.75
82638.04698295717,0.68
82738.09304467987,0.73
82838.13910640258,0.72
82938.18516812529,0.7
83038.231229848,0.75
83138.2772915707,0.58
83238.32335329341,0.68
83338.36941501612,0.71
83438.41547673882,0.67
83538.46153846153,0.72
83638.50760018425,0.69
83738.55366190696,0.66
83838.59972362967,0.72
83938.64578535238,0.68
84038.69184707508,0.72
84138.73790879779,0.75
84238.7839705205,0.76
84338.8300322432,0.76
84438.87609396591,0.68
84538.92215568862,0.69
84638.96821741133,0.7
84739.01427913403,0.84
84839.06034085675,0.75
84939.10640257946,0.72
85039.15246430217,0.72
85139.19852602488,0.72
85239.24458774758,0.73
85339.29064947029,0.73
85439.336711193,0.79
85539.3827729157,0.78
85639.42883463841,0.7
85739.47489636112,0.67
85839.52095808383,0.68
85939.56701980653,0.66
86039.61308152926,0.75
86139.65914325196,0.67
86239.70520497467,0.74
86339.75126669738,0.68
86439.79732842009,0.69
86539.84339014279,0.76
86639.8894518655,0.67
86739.9355135882,0.68
86839.98157531091,0.7
86940.02763703362,0.69
87040.07369875633,0.75
87140.11976047904,0.77
87240.16582220176,0.7
87340.21188392446,0.67
87440.25794564717,0.69
87540.30400736988,0.71
87640.35006909259,0.67
87740.3961308153,0.78
87840.442192538,0.73
87940.48825426071,0.78
88040.53431598342,0.73
88140.58037770612,0.68
88240.62643942883,0.69
88340.67250115154,0.64
88440.71856287426,0.67
88540.76462459697,0.72
88640.81068631967,0.65
88740.85674804238,0.7
88840.90280976509,0.73
88940.9488714878,0.65
89040.9949332105,0.63
89141.04099493321,0.64
89241.08705665592,0.67
89341.13311837862,0.68
89441.17918010133,0.65
89541.22524182404,0.7
89641.27130354676,0.76
89741.31736526947,0.73
89841.36342699217,0.73
89941.40948871488,0.63
90041.45555043759,0.66
90141.5016121603,0.56
90241.547673883,0.72
90341.59373560571,0.6
90441.63979732842,0.54
90541.68585905113,0.71
90641.73192077383,0.62
90741.77798249654,0.69
90841.82404421925,0.66
90941.87010594197,0.67
91041.91616766468,0.57
91141.96222938738,0.77
91242.00829111009,0.69
91342.0543528328,0.68
91442.1004145555,0.66
91542.14647627821,0.69
91642.19253800092,0.67
91742.23859972363,0.68
91842.28466144633,0.65
91942.33072316904,0.75
92042.37678489175,0.72
92142.42284661447,0.72
92242.46890833718,0.71
92342.51497005988,0.7
92442.56103178259,0.61
92542.6070935053,0.61
92642.653155228,0.66
92742.69921695071,0.65
92842.74527867342,0.74
92942.79134039613,0.69
93042.83740211884,0.63
93142.88346384154,0.68
93242.92952556425,0.69
93342.97558728697,0.66
93443.02164900968,0.69
93543.06771073239,0.67
93643.1137724551,0.66
93743.1598341778,0.74
93843.20589590051,0.57
93943.25195762322,0.66
94043.29801934592,0.69
94143.34408106863,0.72
94243.39014279134,0.68
94343.43620451404,0.63
94443.48226623675,0.69
94543.52832795947,0.61
94643.57438968218,0.77
94743.62045140489,0.68
94843.6665131276,0.69
94943.7125748503,0.66
95043.75863657301,0.69
95143.80469829572,0.76
95243.85076001842,0.76
95343.89682174113,0.6
95443.94288346384,0.64
95543.98894518655,0.62
95644.03500690925,0.57
95744.08106863197,0.64
95844.12713035468,0.62
95944.17319207739,0.62
96044.2192538001,0.68
96144.2653155228,0.54
96244.31137724551,0.65
96344.35743896822,0.71
96444.40350069093,0.69
96544.44956241363,0.59
96644.49562413634,0.66
96744.54168585905,0.59
96844.58774758175,0.66
96944.63380930446,0.65
97044.67987102718,0.67
97144.72593274989,0.65
97244.7719944726,0.62
97344.8180561953,0.64
97444.86411791801,0.53
97544.91017964072,0.67
97644.95624136343,0.61
97745.00230308613,0.64
97845.04836480884,0.67
97945.09442653155,0.66
98045.14048825426,0.7
98145.18654997696,0.64
98245.23261169968,0.61
98345.27867342239,0.6
98445.3247351451,0.76
98545.3707968678,0.66
98645.41685859051,0.66
98745.46292031322,0.56
98845.50898203593,0.67
98945.55504375864,0.64
99045.60110548134,0.59
99145.64716720405,0.63
99245.69322892676,0.57
99345.73929064946,0.63
99445.78535237219,0.59
99545.8314140949,0.58
99645.8774758176,0.58
99745.92353754031,0.66
99845.96959926301,0.57
99946.01566098572,0.61
100046.06172270843,0.6
100146.10778443114,0.62
100246.15384615384,0.68
100346.19990787655,0.63
100446.24596959926,0.57
100546.29203132197,0.58
100646.33809304469,0.68
100746.3841547674,0.6
100846.4302164901,0.66
100946.47627821281,0.64
101046.52233993552,0.55
101146.56840165822,0.62
101246.61446338093,0.6
101346.66052510364,0.49
101446.70658682635,0.62
101546.75264854905,0.61
101646.79871027176,0.68
101746.84477199447,0.69
101846.89083371719,0.62
101946.9368954399,0.64
102046.9829571626,0.64
102147.02901888531,0.63
102247.07508060802,0.55
102347.12114233072,0.62
102447.16720405343,0.54
102547.21326577614,0.55
102647.25932749885,0.54
102747.30538922155,0.66
102847.35145094426,0.61
102947.39751266697,0.5
103047.44357438968,0.6
103147.4896361124,0.55
103247.5356978351,0.49
103347.58175955781,0.64
103447.62782128052,0.54
103547.67388300323,0.64
103647.71994472593,0.6
103747.76600644864,0.6
103847.81206817135,0.61
103947.85812989406,0.67
104047.90419161676,0.58
104147.95025333947,0.58
104247.99631506218,0.59
104348.0423767849,0.62
104448.0884385076,0.52
104548.13450023031,0.67
104648.18056195302,0.59
104748.22662367573,0.56
104848.27268539843,0.45
104948.31874712114,0.58
105048.36480884385,0.65
105148.41087056656,0.66
105248.45693228926,0.61
105348.50299401197,0.63
105448.54905573468,0.68
105548.5951174574,0.59
105648.64117918011,0.56
105748.68724090281,0.59
105848.73330262552,0.48
105948.77936434823,0.5
106048.82542607094,0.52
106148.87148779364,0.58
106248.91754951635,0.54
106348.96361123906,0.55
106449.00967296177,0.55
106549.05573468447,0.57
106649.10179640718,0.53
106749.1478581299,0.56
106849.19391985261,0.61
106949.23998157532,0.57
107049.28604329802,0.6
107149.33210502073,0.55
107249.37816674344,0.58
107349.42422846614,0.56
107449.47029018885,0.61
107549.51635191156,0.49
107649.56241363427,0.58
107749.60847535697,0.54
107849.65453707968,0.58
107949.7005988024,0.59
108049.74666052511,0.5
108149.79272224782,0.57
108249.83878397052,0.49
108349.88484569323,0.48
108449.93090741594,0.55
108549.97696913865,0.47
108650.02303086135,0.63
108750.06909258406,0.52
108850.11515430677,0.65
108950.16121602948,0.59
109050.20727775218,0.49
109150.25333947489,0.57
109250.29940119761,0.55
109350.34546292032,0.57
109450.39152464303,0.5
109550.43758636573,0.55
109650.48364808844,0.62
109750.52970981115,0.52
109850.57577153386,0.62
109950.62183325656,0.53
110050.66789497927,0.61
110150.71395670198,0.47
110250.76001842468,0.56
110350.80608014739,0.56
110450.85214187011,0.52
110550.89820359282,0.57
110650.94426531553,0.51
110750.99032703823,0.53
110851.03638876094,0.55
110951.08245048365,0.63
111051.12851220636,0.53
111151.17457392906,0.56
111251.22063565177,0.54
111351.26669737448,0.54
111451.31275909719,0.51
111551.35882081989,0.56
111651.40488254261,0.51
111751.45094426532,0.52
111851.49700598803,0.6
111951.54306771074,0.52
112051.58912943344,0.48
112151.63519115615,0.43
112251.68125287886,0.49
112351.72731460157,0.49
112451.77337632427,0.52
112551.81943804698,0.49
112651.86549976969,0.47
112751.9115614924,0.51
112851.95762321512,0.52
112952.00368493782,0.45
113052.04974666053,0.48
113152.09580838324,0.56
113252.14187010594,0.53
113352.18793182865,0.5
113452.23399355136,0.55
113552.28005527407,0.57
113652.32611699677,0.6
113752.37217871948,0.53
113852.41824044219,0.5
113952.4643021649,0.51
114052.51036388762,0.48
114152.55642561032,0.56
114252.60248733303,0.5
114352.64854905574,0.5
114452.69461077845,0.51
114552.74067250115,0.51
114652.78673422386,0.58
114752.83279594657,0.46
114852.87885766928,0.52
114952.92491939198,0.46
115052.97098111469,0.6
115153.0170428374,0.44
115253.0631045601,0.48
115353.10916628283,0.48
115453.15522800553,0.55
115553.20128972824,0.52
115653.24735145095,0.49
115753.29341317365,0.46
115853.33947489636,0.53
115953.38553661907,0.56
116053.43159834178,0.55
116153.47766006448,0.56
116253.52372178719,0.5
