games,Mean Max Tile
0.0,222.88
100.04606172270843,296.32
200.09212344541686,350.08
300.1381851681253,412.16
400.1842468908337,492.16
500.23030861354215,478.08
600.2763703362506,535.04
700.3224320589591,511.36
800.3684937816674,510.72
900.4145555043758,554.24
1000.4606172270843,611.84
1100.5066789497928,569.6
1200.5527406725012,579.84
1300.5988023952095,577.28
1400.6448641179181,601.6
1500.6909258406265,567.04
1600.7369875633349,632.32
1700.7830492860433,679.68
1800.8291110087516,614.4
1900.8751727314602,586.24
2000.9212344541686,670.72
2100.967296176877,716.8
2201.0133578995856,721.92
2301.0594196222937,686.08
2401.1054813450023,727.04
2501.151543067711,764.16
2601.197604790419,724.48
2701.2436665131277,769.28
2801.2897282358363,687.36
2901.3357899585444,737.28
3001.381851681253,725.76
3101.427913403961,720.64
3201.4739751266698,775.68
3301.5200368493784,765.44
3401.5660985720865,774.4
3501.612160294795,742.4
3601.6582220175032,747.52
3701.704283740212,715.52
3801.7503454629204,815.36
3901.7964071856286,785.92
4001.842468908337,875.52
4101.888530631046,798.72
4201.934592353754,823.04
4301.980654076462,814.08
4402.026715799171,760.32
4502.072777521879,796.16
4602.118839244587,872.96
4702.1649009672965,829.44
4802.210962690005,810.88
4902.257024412713,860.16
5002.303086135422,832.0
5102.34914785813,858.88
5202.395209580838,805.12
5302.441271303547,842.24
5402.487333026255,903.68
5502.5333947489635,844.8
5602.5794564716725,830.08
5702.625518194381,972.8
5802.671579917089,924.16
5902.717641639797,819.2
6002.763703362506,893.44
6102.809765085214,947.2
6202.855826807922,936.96
6302.901888530631,890.88
6402.9479502533395,934.4
6502.994011976048,965.12
6603.040073698757,957.44
6703.086135421465,995.84
6803.132197144173,929.28
6903.178258866882,967.68
7003.22432058959,947.2
7103.270382312298,1013.76
7203.3164440350065,962.56
7303.362505757716,1031.68
7403.408567480424,1044.48
7503.454629203132,1031.68
7603.500690925841,1034.24
7703.546752648549,1013.76
7803.592814371257,1024.0
7903.638876093966,1075.2
8003.684937816674,1096.96
8103.7309995393825,1021.44
8203.777061262092,1075.2
8303.823122984799,1031.68
8403.869184707508,1011.2
8503.915246430217,1063.68
8603.961308152924,1057.28
8704.007369875633,1105.92
8804.053431598342,1090.56
8904.09949332105,1093.12
9004.145555043759,1167.36
9104.191616766468,1103.36
9204.237678489175,1164.8
9304.283740211884,1054.72
9404.329801934593,1116.16
9504.3758636573,1182.72
9604.42192538001,1154.56
9704.467987102718,1111.04
9804.514048825426,1139.2
9904.560110548135,1160.96
10004.606172270844,1131.52
10104.65223399355,1149.44
10204.69829571626,1167.36
10304.744357438969,1146.88
10404.790419161676,1246.72
10504.836480884385,1105.92
10604.882542607094,1203.2
10704.928604329802,1146.88
10804.97466605251,1186.56
10905.02072777522,1251.84
11005.066789497927,1201.92
11105.112851220636,1259.52
11205.158912943345,1356.8
11305.204974666052,1218.56
11405.251036388761,1223.68
11505.297098111469,1204.48
11605.343159834178,1209.6
11705.389221556887,1262.08
11805.435283279594,1290.24
11905.481345002303,1285.12
12005.527406725012,1326.08
12105.57346844772,1359.36
12205.619530170428,1218.56
12305.665591893137,1256.96
12405.711653615845,1367.04
12505.757715338554,1361.92
12605.803777061263,1317.12
12705.84983878397,1408.0
12805.895900506679,1361.92
12905.941962229388,1301.12
13005.988023952095,1305.6
13106.034085674804,1344.0
13206.080147397513,1354.24
13306.12620912022,1378.56
13406.17227084293,1331.2
13506.218332565639,1342.72
13606.264394288346,1397.76
13706.310456011055,1408.0
13806.356517733764,1356.8
13906.402579456471,1379.84
14006.44864117918,1424.64
14106.49470290189,1305.6
14206.540764624597,1383.68
14306.586826347306,1464.32
14406.632888070013,1487.36
14506.678949792722,1500.16
14606.725011515431,1346.56
14706.771073238138,1408.0
14806.817134960847,1388.8
14906.863196683556,1474.56
15006.909258406264,1443.84
15106.955320128973,1461.76
15207.001381851682,1441.28
15307.047443574389,1448.96
15407.093505297098,1469.44
15507.139567019807,1561.6
15607.185628742514,1451.52
15707.231690465223,1431.04
15807.277752187932,1354.24
15907.32381391064,1507.84
16007.369875633349,1520.64
16107.415937356058,1512.96
16207.461999078765,1551.36
16307.508060801474,1443.84
16407.554122524183,1635.84
16507.60018424689,1392.64
16607.646245969598,1607.68
16707.69230769231,1548.8
16807.738369415016,1587.2
16907.784431137723,1528.32
17007.830492860434,1546.24
17107.87655458314,1525.76
17207.92261630585,1518.08
17307.96867802856,1500.16
17408.014739751266,1556.48
17508.060801473974,1561.6
17608.106863196685,1495.04
17708.15292491939,1607.68
17808.1989866421,1606.4
17908.24504836481,1628.16
18008.291110087517,1536.0
18108.337171810224,1574.4
18208.383233532935,1491.2
18308.429295255643,1699.84
18408.47535697835,1484.8
18508.52141870106,1582.08
18608.567480423768,1756.16
18708.613542146475,1653.76
18808.659603869186,1771.52
18908.705665591893,1648.64
19008.7517273146,1615.36
