games,Max Tile
60527.8673422386,4096
60627.913403961305,4096
60727.95946568402,4096
60828.00552740673,4096
60928.051589129434,4096
61028.09765085214,4096
61128.14371257485,4096
61228.189774297556,4096
61328.23583602027,4096
61428.28189774298,4096
61528.327959465685,4096
61628.37402118839,4096
61728.4200829111,4096
61828.46614463381,4096
61928.51220635652,4096
62028.55826807923,4096
62128.604329801936,4096
62228.65039152464,4096
62328.69645324735,4096
62428.74251497006,4096
62528.78857669277,4096
62628.83463841548,4096
62728.88070013819,4096
62828.926761860894,4096
62928.9728235836,4096
63029.01888530631,4096
63129.06494702902,4096
63229.11100875173,4096
63329.15707047444,4096
63429.203132197144,4096
63529.24919391985,4096
63629.29525564256,4096
63729.34131736527,4096
63829.38737908798,4096
63929.43344081069,4096
64029.479502533395,4096
64129.5255642561,4096
64229.57162597881,4096
64329.61768770152,4096
64429.66374942423,4096
64529.70981114694,4096
64629.755872869646,4096
64729.80193459235,4096
64829.84799631506,4096
64929.89405803777,4096
65029.94011976048,4096
65129.98618148319,4096
65230.0322432059,4096
65330.078304928604,4096
65430.12436665131,4096
65530.17042837402,4096
65630.21649009673,4096
65730.26255181944,4096
65830.30861354215,4096
65930.35467526485,4096
66030.40073698756,4096
66130.44679871027,4096
66230.49286043298,4096
66330.53892215568,4096
66430.58498387839,4096
66530.63104560111,4096
66630.67710732382,4096
66730.72316904653,4096
66830.76923076923,4096
66930.81529249194,4096
67030.86135421465,4096
67130.90741593736,4096
67230.95347766006,4096
67330.99953938277,4096
67431.04560110548,4096
67531.09166282818,4096
67631.13772455089,4096
67731.18378627361,4096
67831.22984799632,4096
67931.27590971903,4096
68031.32197144174,4096
68131.36803316444,4096
68231.41409488715,4096
68331.46015660986,4096
68431.50621833256,4096
68531.55228005527,4096
68631.59834177798,4096
68731.64440350069,4096
68831.6904652234,4096
68931.73652694612,4096
69031.78258866882,4096
69131.82865039153,4096
69231.87471211424,4096
69331.92077383694,4096
69431.96683555965,4096
69532.01289728236,4096
69632.05895900507,4096
69732.10502072777,4096
69832.15108245048,4096
69932.19714417319,4096
70032.2432058959,4096
70132.28926761862,4096
70232.33532934132,4096
70332.38139106403,4096
70432.42745278674,4096
70532.47351450945,4096
70632.51957623215,4096
70732.56563795486,4096
70832.61169967757,4096
70932.65776140027,4096
71032.70382312298,4096
71132.74988484569,4096
71232.7959465684,4096
71332.8420082911,8192
71432.88807001383,4096
71532.93413173653,4096
71632.98019345924,4096
71733.02625518195,4096
71833.07231690465,4096
71933.11837862736,4096
72033.16444035007,4096
72133.21050207278,4096
72233.25656379548,4096
72333.30262551819,4096
72433.3486872409,4096
72533.3947489636,4096
72633.44081068633,4096
72733.48687240903,4096
72833.53293413174,4096
72933.57899585445,4096
73033.62505757716,4096
73133.67111929986,4096
73233.71718102257,4096
73333.76324274528,4096
73433.80930446798,4096
73533.85536619069,4096
73633.9014279134,4096
73733.9474896361,8192
73833.99355135883,4096
73934.03961308154,4096
74034.08567480424,4096
74134.13173652695,4096
74234.17779824966,4096
74334.22385997236,4096
74434.26992169507,4096
74534.31598341778,4096
74634.36204514049,4096
74734.4081068632,4096
74834.4541685859,4096
74934.50023030861,4096
75034.54629203133,4096
75134.59235375404,8192
75234.63841547674,4096
75334.68447719945,4096
75434.73053892216,4096
75534.77660064487,4096
75634.82266236757,4096
75734.86872409028,4096
75834.91478581299,4096
75934.9608475357,4096
76035.0069092584,4096
76135.05297098111,4096
76235.09903270383,4096
76335.14509442654,4096
76435.19115614925,4096
76535.23721787195,4096
76635.28327959466,4096
76735.32934131737,4096
76835.37540304007,4096
76935.42146476278,4096
77035.46752648549,4096
77135.5135882082,4096
77235.5596499309,4096
77335.60571165361,4096
77435.65177337632,4096
77535.69783509904,4096
77635.74389682175,4096
77735.78995854445,4096
77835.83602026716,4096
77935.88208198987,4096
78035.92814371258,4096
78135.97420543528,4096
78236.02026715799,4096
78336.0663288807,4096
78436.1123906034,4096
78536.15845232611,4096
78636.20451404882,4096
78736.25057577154,4096
78836.29663749425,4096
78936.34269921696,4096
79036.38876093966,4096
79136.43482266237,4096
79236.48088438508,4096
79336.52694610778,4096
79436.57300783049,4096
79536.6190695532,4096
79636.6651312759,4096
79736.71119299861,4096
79836.75725472132,4096
79936.80331644404,4096
80036.84937816675,4096
80136.89543988946,4096
80236.94150161216,4096
80336.98756333487,4096
80437.03362505758,4096
80537.07968678029,4096
80637.125748503,4096
80737.1718102257,4096
80837.2178719484,4096
80937.26393367111,4096
81037.30999539382,4096
81137.35605711654,8192
81237.40211883925,4096
81337.44818056196,4096
81437.49424228467,4096
81537.54030400737,4096
81637.58636573008,4096
81737.63242745279,4096
81837.6784891755,4096
81937.7245508982,4096
82037.77061262091,4096
82137.81667434362,4096
82237.86273606632,4096
82337.90879778904,4096
82437.95485951175,4096
82538.00092123446,4096
82638.04698295717,4096
82738.09304467987,4096
82838.13910640258,4096
82938.18516812529,4096
83038.231229848,4096
83138.2772915707,4096
83238.32335329341,4096
83338.36941501612,4096
83438.41547673882,4096
83538.46153846153,4096
83638.50760018425,4096
83738.55366190696,4096
83838.59972362967,4096
83938.64578535238,4096
84038.69184707508,4096
84138.73790879779,4096
84238.7839705205,4096
84338.8300322432,4096
84438.87609396591,4096
84538.92215568862,4096
84638.96821741133,4096
84739.01427913403,4096
84839.06034085675,4096
84939.10640257946,4096
85039.15246430217,4096
85139.19852602488,4096
85239.24458774758,4096
85339.29064947029,4096
85439.336711193,4096
85539.3827729157,4096
85639.42883463841,4096
85739.47489636112,4096
85839.52095808383,4096
85939.56701980653,4096
86039.61308152926,4096
86139.65914325196,4096
86239.70520497467,4096
86339.75126669738,4096
86439.79732842009,4096
86539.84339014279,4096
86639.8894518655,4096
86739.9355135882,4096
86839.98157531091,4096
86940.02763703362,4096
87040.07369875633,4096
87140.11976047904,4096
87240.16582220176,4096
87340.21188392446,4096
87440.25794564717,4096
87540.30400736988,4096
87640.35006909259,4096
87740.3961308153,4096
87840.442192538,4096
87940.48825426071,4096
88040.53431598342,4096
88140.58037770612,4096
88240.62643942883,4096
88340.67250115154,4096
88440.71856287426,4096
88540.76462459697,4096
88640.81068631967,4096
88740.85674804238,4096
88840.90280976509,4096
88940.9488714878,4096
89040.9949332105,4096
89141.04099493321,4096
89241.08705665592,4096
89341.13311837862,4096
89441.17918010133,4096
89541.22524182404,4096
89641.27130354676,4096
89741.31736526947,4096
89841.36342699217,4096
89941.40948871488,4096
90041.45555043759,4096
90141.5016121603,4096
90241.547673883,4096
90341.59373560571,4096
90441.63979732842,4096
90541.68585905113,4096
90641.73192077383,4096
90741.77798249654,4096
90841.82404421925,4096
90941.87010594197,4096
91041.91616766468,8192
91141.96222938738,4096
91242.00829111009,4096
91342.0543528328,8192
91442.1004145555,4096
91542.14647627821,4096
91642.19253800092,4096
91742.23859972363,4096
91842.28466144633,4096
91942.33072316904,4096
92042.37678489175,4096
92142.42284661447,4096
92242.46890833718,4096
92342.51497005988,4096
92442.56103178259,4096
92542.6070935053,4096
92642.653155228,4096
92742.69921695071,4096
92842.74527867342,4096
92942.79134039613,4096
93042.83740211884,4096
93142.88346384154,4096
93242.92952556425,4096
93342.97558728697,4096
93443.02164900968,4096
93543.06771073239,4096
93643.1137724551,4096
93743.1598341778,4096
93843.20589590051,4096
93943.25195762322,4096
94043.29801934592,4096
94143.34408106863,4096
94243.39014279134,4096
94343.43620451404,4096
94443.48226623675,4096
94543.52832795947,4096
94643.57438968218,4096
94743.62045140489,4096
94843.6665131276,4096
94943.7125748503,4096
95043.75863657301,4096
95143.80469829572,4096
95243.85076001842,4096
95343.89682174113,4096
95443.94288346384,4096
95543.98894518655,4096
95644.03500690925,4096
95744.08106863197,4096
95844.12713035468,8192
95944.17319207739,4096
96044.2192538001,4096
96144.2653155228,4096
96244.31137724551,4096
96344.35743896822,4096
96444.40350069093,4096
96544.44956241363,4096
96644.49562413634,4096
96744.54168585905,4096
96844.58774758175,8192
96944.63380930446,4096
97044.67987102718,4096
97144.72593274989,4096
97244.7719944726,4096
97344.8180561953,4096
97444.86411791801,4096
97544.91017964072,4096
97644.95624136343,8192
97745.00230308613,4096
97845.04836480884,4096
97945.09442653155,4096
98045.14048825426,4096
98145.18654997696,4096
98245.23261169968,8192
98345.27867342239,4096
98445.3247351451,4096
98545.3707968678,4096
98645.41685859051,4096
98745.46292031322,4096
98845.50898203593,4096
98945.55504375864,4096
99045.60110548134,4096
99145.64716720405,4096
99245.69322892676,4096
99345.73929064946,4096
99445.78535237219,4096
99545.8314140949,4096
99645.8774758176,4096
99745.92353754031,4096
99845.96959926301,4096
99946.01566098572,4096
100046.06172270843,4096
100146.10778443114,4096
100246.15384615384,4096
100346.19990787655,4096
100446.24596959926,4096
100546.29203132197,4096
100646.33809304469,4096
100746.3841547674,4096
100846.4302164901,4096
100946.47627821281,4096
101046.52233993552,4096
101146.56840165822,4096
101246.61446338093,4096
101346.66052510364,4096
101446.70658682635,4096
101546.75264854905,4096
101646.79871027176,4096
101746.84477199447,4096
101846.89083371719,4096
101946.9368954399,4096
102046.9829571626,4096
102147.02901888531,4096
102247.07508060802,8192
102347.12114233072,4096
102447.16720405343,4096
102547.21326577614,4096
102647.25932749885,4096
102747.30538922155,4096
102847.35145094426,4096
102947.39751266697,8192
103047.44357438968,4096
103147.4896361124,4096
103247.5356978351,8192
103347.58175955781,4096
103447.62782128052,4096
103547.67388300323,4096
103647.71994472593,4096
103747.76600644864,4096
103847.81206817135,8192
103947.85812989406,4096
104047.90419161676,4096
104147.95025333947,4096
104247.99631506218,4096
104348.0423767849,4096
104448.0884385076,4096
104548.13450023031,4096
104648.18056195302,4096
104748.22662367573,4096
104848.27268539843,4096
104948.31874712114,4096
105048.36480884385,4096
105148.41087056656,4096
105248.45693228926,4096
105348.50299401197,8192
105448.54905573468,4096
105548.5951174574,4096
105648.64117918011,4096
105748.68724090281,4096
105848.73330262552,4096
105948.77936434823,4096
106048.82542607094,4096
106148.87148779364,4096
106248.91754951635,4096
106348.96361123906,4096
106449.00967296177,4096
106549.05573468447,4096
106649.10179640718,4096
106749.1478581299,4096
106849.19391985261,4096
106949.23998157532,4096
107049.28604329802,4096
107149.33210502073,4096
107249.37816674344,4096
107349.42422846614,4096
107449.47029018885,4096
107549.51635191156,4096
107649.56241363427,4096
107749.60847535697,8192
107849.65453707968,4096
107949.7005988024,4096
108049.74666052511,4096
108149.79272224782,4096
108249.83878397052,4096
108349.88484569323,4096
108449.93090741594,8192
108549.97696913865,4096
108650.02303086135,8192
108750.06909258406,4096
108850.11515430677,4096
108950.16121602948,4096
109050.20727775218,4096
109150.25333947489,4096
109250.29940119761,4096
109350.34546292032,4096
109450.39152464303,4096
109550.43758636573,4096
109650.48364808844,4096
109750.52970981115,4096
109850.57577153386,4096
109950.62183325656,4096
110050.66789497927,4096
110150.71395670198,4096
110250.76001842468,4096
110350.80608014739,4096
110450.85214187011,4096
110550.89820359282,4096
110650.94426531553,8192
110750.99032703823,4096
110851.03638876094,4096
110951.08245048365,4096
111051.12851220636,4096
111151.17457392906,4096
111251.22063565177,4096
111351.26669737448,4096
111451.31275909719,4096
111551.35882081989,8192
111651.40488254261,4096
111751.45094426532,4096
111851.49700598803,4096
111951.54306771074,4096
112051.58912943344,4096
112151.63519115615,4096
112251.68125287886,8192
112351.72731460157,4096
112451.77337632427,4096
112551.81943804698,4096
112651.86549976969,4096
112751.9115614924,4096
112851.95762321512,4096
112952.00368493782,4096
113052.04974666053,4096
113152.09580838324,4096
113252.14187010594,4096
113352.18793182865,4096
113452.23399355136,4096
113552.28005527407,4096
113652.32611699677,4096
113752.37217871948,4096
113852.41824044219,4096
113952.4643021649,4096
114052.51036388762,4096
114152.55642561032,4096
114252.60248733303,8192
114352.64854905574,4096
114452.69461077845,4096
114552.74067250115,8192
114652.78673422386,4096
114752.83279594657,8192
114852.87885766928,4096
114952.92491939198,4096
115052.97098111469,4096
115153.0170428374,4096
115253.0631045601,4096
115353.10916628283,4096
115453.15522800553,4096
115553.20128972824,8192
115653.24735145095,8192
115753.29341317365,4096
115853.33947489636,8192
115953.38553661907,4096
116053.43159834178,4096
116153.47766006448,4096
116253.52372178719,8192
116353.5697835099,4096
116453.6158452326,4096
116553.66190695533,4096
116653.70796867803,4096
116753.75403040074,4096
116853.80009212345,4096
116953.84615384616,4096
117053.89221556886,8192
117153.93827729157,4096
117253.98433901428,8192
117354.03040073699,4096
117454.07646245969,4096
117554.1225241824,4096
117654.1685859051,4096
117754.21464762783,4096
117854.26070935054,4096
117954.30677107324,4096
118054.35283279595,4096
118154.39889451866,4096
118254.44495624136,4096
118354.49101796407,4096
118454.53707968678,8192
118554.58314140949,4096
118654.6292031322,4096
118754.6752648549,8192
118854.72132657761,8192
118954.76738830033,8192
119054.81345002304,4096
119154.85951174574,8192
119254.90557346845,4096
119354.95163519116,4096
119454.99769691387,4096
119555.04375863657,4096
119655.08982035928,4096
119755.13588208199,4096
119855.1819438047,4096
119955.2280055274,4096
120055.27406725011,4096
120155.32012897283,4096
120255.36619069554,8192
120355.41225241825,4096
120455.45831414095,4096
120555.50437586366,4096
120655.55043758637,4096
120755.59649930907,4096
120855.64256103178,4096
120955.68862275449,4096
121055.7346844772,4096
121155.7807461999,4096
121255.82680792261,4096
121355.87286964533,4096
121455.91893136804,4096
121555.96499309075,8192
121656.01105481345,4096
121756.05711653616,4096
121856.10317825887,8192
121956.14923998158,4096
122056.19530170428,4096
122156.24136342699,4096
122256.2874251497,4096
122356.3334868724,4096
122456.37954859511,4096
122556.42561031782,8192
122656.47167204054,4096
122756.51773376325,4096
122856.56379548596,8192
122956.60985720866,4096
123056.65591893137,4096
123156.70198065408,4096
123256.74804237678,4096
123356.79410409949,8192
123456.8401658222,4096
123556.8862275449,8192
123656.93228926761,4096
123756.97835099032,4096
123857.02441271304,4096
123957.07047443575,4096
124057.11653615846,4096
124157.16259788116,4096
124257.20865960387,8192
124357.25472132658,4096
124457.30078304929,4096
124557.346844772,4096
124657.3929064947,4096
124757.43896821741,4096
124857.48502994012,4096
124957.53109166282,4096
125057.57715338554,4096
125157.62321510825,8192
125257.66927683096,4096
125357.71533855367,4096
125457.76140027637,4096
125557.80746199908,8192
125657.85352372179,8192
125757.8995854445,4096
125857.9456471672,8192
125957.99170888991,8192
126058.03777061262,8192
126158.08383233532,8192
126258.12989405805,4096
126358.17595578075,4096
126458.22201750346,4096
126558.26807922617,8192
126658.31414094887,8192
126758.36020267158,4096
126858.40626439429,4096
