games,Mean reward
0.0,2392.52
100.04597701149426,3687.2
200.09195402298852,4425.56
300.1379310344828,5252.24
400.18390804597703,5514.84
500.2298850574713,5853.04
600.2758620689656,6771.76
700.3218390804598,6821.36
800.3678160919541,7575.08
900.4137931034484,7720.92
1000.4597701149426,7693.04
1100.5057471264367,8443.56
1200.5517241379312,7905.44
1300.5977011494253,8576.72
1400.6436781609195,8526.0
1500.689655172414,8742.56
1600.7356321839081,9044.4
1700.7816091954023,9561.44
1800.8275862068967,9620.72
1900.873563218391,9801.36
2000.9195402298851,9123.32
2100.9655172413795,9714.96
2201.0114942528735,9438.84
2301.057471264368,9256.6
2401.1034482758623,10401.96
2501.1494252873563,9671.44
2601.1954022988507,10307.72
2701.241379310345,9941.6
2801.287356321839,10344.12
2901.3333333333335,10187.64
3001.379310344828,10640.48
3101.425287356322,11222.48
3201.4712643678163,10358.24
3301.5172413793107,10372.68
3401.5632183908046,11210.24
3501.609195402299,10492.48
3601.6551724137935,11167.16
3701.7011494252874,11510.32
3801.747126436782,11129.04
3901.7931034482763,10922.32
4001.8390804597702,12376.44
4101.885057471264,12055.8
4201.931034482759,11839.16
4301.977011494253,11790.2
4402.022988505747,12203.24
4502.068965517242,12512.0
4602.114942528736,11948.72
4702.16091954023,11380.04
4802.206896551725,11634.4
4902.252873563219,11715.76
5002.298850574713,12253.48
5102.344827586207,11973.44
5202.390804597701,12923.0
5302.436781609195,12440.68
5402.48275862069,12323.28
5502.528735632184,12169.56
5602.574712643678,12941.8
5702.620689655173,13355.48
5802.666666666667,14692.36
5902.712643678161,14131.32
6002.758620689656,13264.68
6102.80459770115,13064.2
6202.850574712644,14013.84
6302.896551724139,14931.64
6402.942528735633,12977.6
6502.9885057471265,13557.96
6603.034482758621,14143.28
6703.080459770115,13696.4
6803.126436781609,14145.84
6903.172413793104,13929.88
7003.218390804598,14275.64
7103.264367816092,13978.8
7203.310344827587,14948.6
7303.356321839081,15582.64
7403.402298850575,14578.48
7503.44827586207,14474.92
7603.494252873564,14895.88
7703.540229885058,14691.04
7803.5862068965525,16018.04
7903.6321839080465,15520.44
8003.6781609195405,15693.12
8103.724137931035,16612.2
8203.770114942528,15136.24
8303.816091954024,14844.16
8403.862068965518,16082.32
8503.908045977012,16673.12
8603.954022988506,15508.76
8704.0,16517.8
8804.045977011494,15366.36
8904.09195402299,16838.44
9004.137931034484,16445.16
9104.183908045978,17112.4
9204.229885057472,17260.92
9304.275862068966,17995.84
9404.32183908046,16999.72
9504.367816091955,16216.12
9604.41379310345,16881.12
9704.459770114943,18646.56
9804.505747126437,17884.64
9904.551724137931,17901.08
10004.597701149425,16431.84
10104.64367816092,17717.72
10204.689655172415,17860.76
10304.735632183909,19131.2
10404.781609195403,17283.68
10504.827586206897,17625.8
10604.87356321839,18066.08
10704.919540229886,17469.96
10804.96551724138,17837.64
10905.011494252874,18642.6
11005.057471264368,19306.12
11105.103448275862,17133.32
11205.149425287356,18802.4
11305.195402298852,17942.88
11405.241379310346,19262.88
11505.28735632184,18835.16
11605.333333333334,18220.56
11705.379310344828,18238.36
11805.425287356322,19313.24
11905.471264367818,19784.92
12005.517241379312,18586.12
12105.563218390806,17932.32
12205.6091954023,20676.08
12305.655172413793,18644.44
12405.701149425287,19290.16
12505.747126436783,20968.68
12605.793103448277,19504.76
12705.839080459771,20001.04
12805.885057471265,19332.52
12905.931034482759,19175.24
13005.977011494253,20344.84
13106.022988505747,20951.12
13206.068965517243,21127.64
13306.114942528737,20865.16
13406.16091954023,19759.2
13506.206896551725,20303.36
13606.252873563219,20907.0
13706.298850574713,19985.6
13806.344827586208,20929.48
13906.390804597702,19469.72
14006.436781609196,21385.56
14106.48275862069,21789.8
14206.528735632184,21524.76
14306.574712643678,21747.4
14406.620689655174,22527.68
14506.666666666668,22028.4
14606.712643678162,20874.52
14706.758620689656,21611.0
14806.80459770115,21575.04
14906.850574712644,22883.56
15006.89655172414,20855.64
15106.942528735633,22366.52
15206.988505747127,22945.36
15307.034482758621,21392.56
15407.080459770115,21159.28
15507.12643678161,22852.04
15607.172413793105,23406.56
15707.218390804599,20620.08
15807.264367816093,23292.44
15907.310344827587,22793.16
16007.356321839081,22776.6
16107.402298850575,21054.88
16207.44827586207,23629.24
16307.494252873565,24501.36
16407.540229885057,20975.6
16507.586206896554,24177.68
16607.63218390805,21558.6
16707.678160919542,23593.88
16807.724137931036,22386.44
16907.77011494253,19697.68
17007.816091954024,23980.76
17107.862068965518,23548.48
17207.908045977012,22696.32
17307.954022988506,21760.72
17408.0,22056.2
17508.045977011494,23375.92
17608.091954022988,24638.56
17708.137931034486,23565.24
17808.18390804598,24490.44
17908.229885057473,23499.24
18008.275862068967,23792.88
18108.32183908046,23717.24
18208.367816091955,24319.92
18308.41379310345,24149.04
18408.459770114943,23808.08
18508.505747126437,23358.48
18608.55172413793,23585.68
18708.597701149425,25986.24
18808.64367816092,23340.92
18908.689655172417,23601.96
19008.73563218391,25083.0
19108.781609195405,25950.96
19208.8275862069,25395.28
19308.873563218393,25000.84
19408.919540229886,24977.56
19508.96551724138,24524.6
19609.011494252874,24935.36
19709.05747126437,25027.88
19809.103448275862,24501.52
19909.149425287356,26248.96
20009.19540229885,24173.92
20109.241379310344,24025.92
20209.28735632184,24427.84
20309.333333333336,25728.76
20409.37931034483,24365.44
20509.425287356324,25450.16
20609.471264367818,24851.6
20709.51724137931,27388.44
20809.563218390806,25545.2
20909.6091954023,26389.28
21009.655172413793,26294.64
21109.701149425287,24658.6
21209.74712643678,25994.28
21309.793103448275,26102.92
21409.839080459773,25678.64
21509.885057471267,25521.04
21609.93103448276,25806.24
21709.977011494255,27344.68
21810.02298850575,26450.36
21910.068965517243,27852.72
22010.114942528737,25995.52
22110.16091954023,27331.04
22210.206896551725,29488.48
22310.25287356322,25182.72
22410.298850574713,27236.0
22510.344827586207,27024.72
22610.390804597704,25276.68
22710.436781609198,27135.52
22810.482758620692,25889.8
22910.528735632186,24102.28
23010.57471264368,24650.44
23110.620689655174,28705.48
23210.666666666668,24756.84
23310.712643678162,27516.36
23410.758620689656,25142.64
23510.80459770115,26860.52
23610.850574712644,27793.2
23710.896551724138,27517.4
23810.942528735635,26952.96
23910.98850574713,25328.84
24011.034482758623,26510.28
24111.080459770117,27547.64
24211.12643678161,27567.88
24311.172413793105,26634.36
24411.2183908046,26760.28
24511.264367816093,26488.48
24611.310344827587,27180.44
24711.35632183908,27122.2
24811.402298850575,27076.44
24911.44827586207,26004.52
25011.494252873566,25323.64
25111.54022988506,28325.6
25211.586206896554,26684.12
25311.63218390805,28011.2
25411.678160919542,26221.32
25511.724137931036,25864.28
25611.77011494253,27605.68
25711.816091954024,27990.32
25811.862068965518,25726.68
25911.908045977012,28163.32
26011.954022988506,28702.88
26112.0,26289.48
26212.045977011494,28101.04
26312.09195402299,27421.52
26412.137931034486,28959.28
26512.18390804598,28604.56
26612.229885057473,28163.96
26712.275862068967,26782.24
26812.32183908046,27910.96
26912.367816091955,28959.16
27012.41379310345,27716.16
27112.459770114943,28026.92
27212.505747126437,28571.72
27312.55172413793,28298.24
27412.597701149425,27622.08
27512.643678160923,28847.6
27612.689655172417,27408.28
27712.73563218391,25612.2
27812.781609195405,27967.08
27912.8275862069,27557.24
28012.873563218393,27946.32
28112.919540229886,27895.64
28212.96551724138,26833.08
28313.011494252874,26984.32
28413.05747126437,26318.08
28513.103448275862,28403.36
28613.149425287356,30347.48
28713.195402298854,28020.08
28813.241379310348,26885.36
28913.28735632184,26938.16
29013.333333333336,25542.76
29113.37931034483,29563.72
29213.425287356324,27851.96
29313.471264367818,27079.04
29413.51724137931,28841.52
29513.563218390806,28167.12
29613.6091954023,28786.04
29713.655172413793,28318.8
29813.701149425287,29673.04
29913.747126436785,28592.72
30013.79310344828,29256.76
30113.839080459773,25635.92
30213.885057471267,28290.76
30313.93103448276,28018.96
30413.977011494255,27062.12
30514.02298850575,27869.24
30614.068965517243,28039.52
30714.114942528737,27155.84
30814.16091954023,26863.32
30914.206896551725,27010.4
31014.25287356322,28657.12
31114.298850574716,26218.52
31214.34482758621,28930.12
31314.390804597704,28868.8
31414.436781609198,26033.64
31514.482758620692,29318.6
31614.528735632186,28655.72
31714.57471264368,28582.96
31814.620689655174,28170.04
31914.666666666668,27662.0
32014.712643678162,29115.36
32114.758620689656,27876.04
32214.80459770115,28857.48
32314.850574712644,26969.96
32414.89655172414,28511.0
32514.942528735635,28992.88
32614.98850574713,26801.8
32715.034482758623,27256.72
32815.08045977011,28703.6
32915.12643678161,28678.52
33015.17241379311,29486.56
33115.2183908046,29758.04
33215.2643678161,27384.44
33315.31034482759,28140.6
33415.356321839085,27363.68
33515.402298850575,28557.36
33615.44827586207,27736.68
33715.49425287356,29230.68
33815.54022988506,28403.36
33915.58620689655,28626.76
34015.63218390805,27568.84
34115.67816091954,27676.8
34215.724137931036,27829.4
34315.770114942534,28825.12
34415.816091954024,27078.2
34515.86206896552,29748.6
34615.90804597701,28802.96
34715.95402298851,30108.2
34816.0,27864.56
34916.0459770115,27901.6
35016.09195402299,28165.0
35116.137931034486,27825.48
35216.183908045976,28320.48
35316.22988505747,29370.32
35416.27586206897,29556.96
35516.32183908046,27896.64
35616.36781609196,29870.88
35716.41379310345,28467.56
35816.45977011495,29348.68
35916.50574712644,29303.0
36016.551724137935,27615.32
36116.597701149425,29547.68
36216.64367816092,29256.88
36316.68965517241,29870.0
36416.73563218391,28302.2
36516.7816091954,29988.0
36616.8275862069,28649.52
36716.873563218396,29119.36
36816.91954022989,30085.0
36916.965517241384,28206.6
37017.011494252874,31273.4
37117.05747126437,28011.88
37217.10344827586,27494.88
37317.14942528736,29504.44
37417.19540229885,29704.76
37517.24137931035,30752.8
37617.28735632184,27623.52
37717.333333333336,29767.44
37817.37931034483,29097.16
37917.425287356324,31536.56
38017.47126436782,29084.88
38117.51724137931,29436.24
38217.56321839081,32845.28
38317.6091954023,31457.88
38417.6551724138,28582.36
38517.70114942529,28853.2
38617.747126436785,30795.44
38717.793103448275,29781.2
38817.83908045977,31370.84
38917.88505747126,29426.96
39017.93103448276,30608.32
39117.97701149426,31046.28
39218.02298850575,30556.28
39318.06896551725,29687.6
39418.11494252874,29779.76
39518.160919540234,29239.52
39618.206896551725,31319.56
39718.25287356322,30258.4
39818.29885057471,30477.96
39918.34482758621,29119.16
40018.3908045977,28255.56
40118.4367816092,29330.6
40218.48275862069,30245.0
40318.528735632186,29111.8
40418.57471264368,30330.08
40518.620689655174,31134.28
40618.66666666667,30618.0
40718.71264367816,30141.76
40818.75862068966,28034.84
40918.80459770115,30592.16
41018.85057471265,31804.76
41118.89655172414,29295.44
41218.942528735635,30549.08
41318.988505747126,30212.32
41419.03448275862,30405.08
41519.08045977012,29790.68
41619.12643678161,28574.64
41719.17241379311,30669.28
41819.2183908046,30706.0
41919.2643678161,30247.08
42019.31034482759,30514.44
42119.356321839085,29558.4
42219.402298850575,30533.52
42319.44827586207,30177.24
42419.49425287356,30972.56
42519.54022988506,29679.96
42619.58620689655,31352.92
42719.63218390805,30476.04
42819.678160919546,31028.96
42919.724137931036,30569.96
43019.770114942534,29308.08
43119.816091954024,31128.52
43219.86206896552,30924.2
43319.90804597701,32078.24
43419.95402298851,30552.12
43520.0,30142.24
43620.0459770115,31097.28
43720.09195402299,32491.36
43820.137931034486,28668.68
43920.18390804598,30534.52
44020.22988505747,29920.52
44120.27586206897,30061.56
44220.32183908046,29305.6
44320.36781609196,31798.12
44420.41379310345,31874.68
44520.45977011495,31514.32
44620.50574712644,31482.4
44720.551724137935,30104.36
44820.597701149425,31239.68
44920.64367816092,32206.92
45020.68965517241,33757.84
45120.73563218391,30291.88
45220.78160919541,31349.08
45320.8275862069,32875.16
45420.873563218396,30004.8
45520.91954022989,30266.2
45620.965517241384,30462.12
45721.011494252874,31018.6
45821.05747126437,31685.36
45921.10344827586,29037.72
46021.14942528736,29806.2
46121.19540229885,31010.52
46221.24137931035,31700.04
46321.28735632184,29535.04
46421.333333333336,32524.56
46521.37931034483,32372.32
46621.425287356324,30947.68
46721.47126436782,29545.24
46821.51724137931,30156.64
46921.56321839081,31040.56
47021.6091954023,29572.88
47121.6551724138,30278.12
47221.70114942529,29343.52
47321.747126436785,31075.36
47421.793103448275,30175.64
47521.83908045977,28942.36
47621.88505747127,30343.08
47721.93103448276,32840.84
47821.97701149426,31249.88
47922.02298850575,32204.36
48022.06896551725,31608.04
48122.11494252874,32054.0
48222.160919540234,31669.32
48322.206896551725,28672.2
48422.25287356322,32426.48
