games,Max Tile
0.0,512
100.04597701149426,1024
200.09195402298852,1024
300.1379310344828,1024
400.18390804597703,1024
500.2298850574713,1024
600.2758620689656,1024
700.3218390804598,1024
800.3678160919541,1024
900.4137931034484,1024
1000.4597701149426,1024
1100.5057471264367,1024
1200.5517241379312,1024
1300.5977011494253,1024
1400.6436781609195,1024
1500.689655172414,2048
1600.7356321839081,1024
1700.7816091954023,2048
1800.8275862068967,1024
1900.873563218391,1024
2000.9195402298851,2048
2100.9655172413795,2048
2201.0114942528735,1024
2301.057471264368,2048
2401.1034482758623,2048
2501.1494252873563,2048
2601.1954022988507,1024
2701.241379310345,1024
2801.287356321839,1024
2901.3333333333335,2048
3001.379310344828,2048
3101.425287356322,2048
3201.4712643678163,2048
3301.5172413793107,2048
3401.5632183908046,1024
3501.609195402299,2048
3601.6551724137935,2048
3701.7011494252874,2048
3801.747126436782,2048
3901.7931034482763,1024
4001.8390804597702,2048
4101.885057471264,2048
4201.931034482759,2048
4301.977011494253,2048
4402.022988505747,2048
4502.068965517242,2048
4602.114942528736,2048
4702.16091954023,2048
4802.206896551725,2048
4902.252873563219,2048
5002.298850574713,2048
5102.344827586207,2048
5202.390804597701,2048
5302.436781609195,2048
5402.48275862069,2048
5502.528735632184,2048
5602.574712643678,2048
5702.620689655173,2048
5802.666666666667,2048
5902.712643678161,2048
6002.758620689656,2048
6102.80459770115,2048
6202.850574712644,2048
6302.896551724139,2048
6402.942528735633,2048
6502.9885057471265,2048
6603.034482758621,2048
6703.080459770115,2048
6803.126436781609,2048
6903.172413793104,2048
7003.218390804598,2048
7103.264367816092,2048
7203.310344827587,2048
7303.356321839081,2048
7403.402298850575,2048
7503.44827586207,2048
7603.494252873564,2048
7703.540229885058,2048
7803.5862068965525,2048
7903.6321839080465,2048
8003.6781609195405,2048
8103.724137931035,2048
8203.770114942528,2048
8303.816091954024,2048
8403.862068965518,2048
8503.908045977012,2048
8603.954022988506,2048
8704.0,2048
8804.045977011494,2048
8904.09195402299,2048
9004.137931034484,2048
9104.183908045978,2048
9204.229885057472,2048
9304.275862068966,2048
9404.32183908046,2048
9504.367816091955,2048
9604.41379310345,4096
9704.459770114943,2048
9804.505747126437,2048
9904.551724137931,2048
10004.597701149425,2048
10104.64367816092,2048
10204.689655172415,2048
10304.735632183909,2048
10404.781609195403,2048
10504.827586206897,4096
10604.87356321839,4096
10704.919540229886,2048
10804.96551724138,2048
10905.011494252874,2048
11005.057471264368,2048
11105.103448275862,2048
11205.149425287356,2048
11305.195402298852,2048
11405.241379310346,4096
11505.28735632184,2048
11605.333333333334,2048
11705.379310344828,2048
11805.425287356322,2048
11905.471264367818,2048
12005.517241379312,2048
12105.563218390806,2048
12205.6091954023,2048
12305.655172413793,2048
12405.701149425287,4096
12505.747126436783,4096
12605.793103448277,2048
12705.839080459771,2048
12805.885057471265,2048
12905.931034482759,2048
13005.977011494253,2048
13106.022988505747,4096
13206.068965517243,4096
13306.114942528737,2048
13406.16091954023,2048
13506.206896551725,2048
13606.252873563219,4096
13706.298850574713,4096
13806.344827586208,2048
13906.390804597702,2048
14006.436781609196,4096
14106.48275862069,4096
14206.528735632184,2048
14306.574712643678,2048
14406.620689655174,2048
14506.666666666668,2048
14606.712643678162,4096
14706.758620689656,2048
14806.80459770115,2048
14906.850574712644,2048
15006.89655172414,2048
15106.942528735633,2048
15206.988505747127,4096
15307.034482758621,2048
15407.080459770115,4096
15507.12643678161,4096
15607.172413793105,2048
15707.218390804599,2048
15807.264367816093,4096
15907.310344827587,2048
16007.356321839081,4096
16107.402298850575,4096
16207.44827586207,4096
16307.494252873565,2048
16407.540229885057,2048
16507.586206896554,4096
16607.63218390805,4096
16707.678160919542,4096
16807.724137931036,2048
16907.77011494253,2048
17007.816091954024,4096
17107.862068965518,2048
17207.908045977012,2048
17307.954022988506,4096
17408.0,4096
17508.045977011494,4096
17608.091954022988,4096
17708.137931034486,4096
17808.18390804598,4096
17908.229885057473,4096
18008.275862068967,4096
18108.32183908046,4096
18208.367816091955,4096
18308.41379310345,4096
18408.459770114943,4096
18508.505747126437,4096
18608.55172413793,4096
18708.597701149425,4096
18808.64367816092,4096
18908.689655172417,4096
19008.73563218391,4096
19108.781609195405,4096
19208.8275862069,4096
19308.873563218393,4096
19408.919540229886,4096
19508.96551724138,4096
19609.011494252874,4096
19709.05747126437,4096
19809.103448275862,4096
19909.149425287356,4096
20009.19540229885,4096
20109.241379310344,4096
20209.28735632184,4096
20309.333333333336,4096
20409.37931034483,4096
20509.425287356324,4096
20609.471264367818,4096
20709.51724137931,4096
20809.563218390806,4096
20909.6091954023,4096
21009.655172413793,4096
21109.701149425287,4096
21209.74712643678,4096
21309.793103448275,4096
21409.839080459773,4096
21509.885057471267,4096
21609.93103448276,4096
21709.977011494255,4096
21810.02298850575,4096
21910.068965517243,4096
22010.114942528737,4096
22110.16091954023,4096
22210.206896551725,4096
22310.25287356322,4096
22410.298850574713,4096
22510.344827586207,4096
22610.390804597704,4096
22710.436781609198,4096
22810.482758620692,4096
22910.528735632186,4096
23010.57471264368,4096
23110.620689655174,4096
23210.666666666668,4096
23310.712643678162,4096
23410.758620689656,4096
23510.80459770115,4096
23610.850574712644,4096
23710.896551724138,4096
23810.942528735635,4096
23910.98850574713,4096
24011.034482758623,4096
24111.080459770117,4096
24211.12643678161,4096
24311.172413793105,4096
24411.2183908046,4096
24511.264367816093,4096
24611.310344827587,4096
24711.35632183908,4096
24811.402298850575,4096
24911.44827586207,2048
25011.494252873566,2048
25111.54022988506,4096
25211.586206896554,4096
25311.63218390805,4096
25411.678160919542,4096
25511.724137931036,2048
25611.77011494253,2048
25711.816091954024,4096
25811.862068965518,4096
25911.908045977012,4096
26011.954022988506,4096
26112.0,4096
26212.045977011494,4096
26312.09195402299,4096
26412.137931034486,4096
26512.18390804598,4096
26612.229885057473,2048
26712.275862068967,4096
26812.32183908046,4096
26912.367816091955,4096
27012.41379310345,4096
27112.459770114943,4096
27212.505747126437,4096
27312.55172413793,4096
27412.597701149425,4096
27512.643678160923,4096
27612.689655172417,2048
27712.73563218391,4096
27812.781609195405,4096
27912.8275862069,4096
28012.873563218393,4096
28112.919540229886,4096
28212.96551724138,4096
28313.011494252874,4096
28413.05747126437,4096
28513.103448275862,4096
28613.149425287356,4096
28713.195402298854,4096
28813.241379310348,4096
28913.28735632184,4096
29013.333333333336,4096
29113.37931034483,4096
29213.425287356324,4096
29313.471264367818,4096
29413.51724137931,4096
29513.563218390806,4096
29613.6091954023,4096
29713.655172413793,4096
29813.701149425287,4096
29913.747126436785,4096
30013.79310344828,2048
30113.839080459773,4096
30213.885057471267,4096
30313.93103448276,4096
30413.977011494255,2048
30514.02298850575,4096
30614.068965517243,4096
30714.114942528737,4096
30814.16091954023,4096
30914.206896551725,2048
31014.25287356322,4096
31114.298850574716,4096
31214.34482758621,4096
31314.390804597704,4096
31414.436781609198,2048
31514.482758620692,4096
31614.528735632186,4096
31714.57471264368,4096
31814.620689655174,2048
31914.666666666668,4096
32014.712643678162,4096
32114.758620689656,4096
32214.80459770115,4096
32314.850574712644,2048
32414.89655172414,4096
32514.942528735635,4096
32614.98850574713,4096
32715.034482758623,4096
32815.08045977011,4096
32915.12643678161,4096
33015.17241379311,4096
33115.2183908046,4096
33215.2643678161,4096
33315.31034482759,4096
33415.356321839085,4096
33515.402298850575,4096
33615.44827586207,2048
33715.49425287356,4096
33815.54022988506,4096
33915.58620689655,4096
34015.63218390805,4096
34115.67816091954,4096
34215.724137931036,2048
34315.770114942534,4096
34415.816091954024,4096
34515.86206896552,4096
34615.90804597701,4096
34715.95402298851,4096
34816.0,4096
34916.0459770115,4096
35016.09195402299,4096
35116.137931034486,4096
35216.183908045976,4096
35316.22988505747,4096
35416.27586206897,4096
35516.32183908046,4096
35616.36781609196,4096
35716.41379310345,4096
35816.45977011495,4096
35916.50574712644,4096
36016.551724137935,4096
36116.597701149425,4096
36216.64367816092,4096
36316.68965517241,4096
36416.73563218391,4096
36516.7816091954,4096
36616.8275862069,4096
36716.873563218396,4096
36816.91954022989,4096
36916.965517241384,4096
37017.011494252874,4096
37117.05747126437,4096
37217.10344827586,4096
37317.14942528736,4096
37417.19540229885,4096
37517.24137931035,4096
37617.28735632184,2048
37717.333333333336,4096
37817.37931034483,4096
37917.425287356324,4096
38017.47126436782,4096
38117.51724137931,4096
38217.56321839081,4096
38317.6091954023,4096
38417.6551724138,4096
38517.70114942529,4096
38617.747126436785,4096
38717.793103448275,4096
38817.83908045977,4096
38917.88505747126,4096
39017.93103448276,4096
39117.97701149426,4096
39218.02298850575,4096
39318.06896551725,4096
39418.11494252874,4096
39518.160919540234,4096
39618.206896551725,4096
39718.25287356322,4096
39818.29885057471,4096
39918.34482758621,4096
40018.3908045977,4096
40118.4367816092,4096
40218.48275862069,4096
40318.528735632186,4096
40418.57471264368,4096
40518.620689655174,4096
40618.66666666667,4096
40718.71264367816,4096
40818.75862068966,4096
40918.80459770115,4096
41018.85057471265,4096
41118.89655172414,4096
41218.942528735635,4096
41318.988505747126,4096
41419.03448275862,4096
41519.08045977012,4096
41619.12643678161,4096
41719.17241379311,4096
41819.2183908046,4096
41919.2643678161,4096
42019.31034482759,4096
42119.356321839085,4096
42219.402298850575,4096
42319.44827586207,4096
42419.49425287356,4096
42519.54022988506,4096
42619.58620689655,4096
42719.63218390805,4096
42819.678160919546,4096
42919.724137931036,4096
43019.770114942534,4096
43119.816091954024,4096
43219.86206896552,4096
43319.90804597701,4096
43419.95402298851,4096
43520.0,4096
43620.0459770115,4096
43720.09195402299,4096
43820.137931034486,4096
43920.18390804598,4096
44020.22988505747,4096
44120.27586206897,4096
44220.32183908046,4096
44320.36781609196,4096
44420.41379310345,4096
44520.45977011495,4096
44620.50574712644,4096
44720.551724137935,4096
44820.597701149425,4096
