games,Mean Max Tile
0.0,199.4
100.04597701149426,298.56
200.09195402298852,344.96
300.1379310344828,398.08
400.18390804597703,409.6
500.2298850574713,444.16
600.2758620689656,486.4
700.3218390804598,501.76
800.3678160919541,540.8
900.4137931034484,551.68
1000.4597701149426,529.92
1100.5057471264367,590.08
1200.5517241379312,544.0
1300.5977011494253,599.68
1400.6436781609195,584.96
1500.689655172414,623.36
1600.7356321839081,623.36
1700.7816091954023,668.16
1800.8275862068967,682.24
1900.873563218391,686.08
2000.9195402298851,629.76
2100.9655172413795,686.08
2201.0114942528735,677.12
2301.057471264368,647.68
2401.1034482758623,728.32
2501.1494252873563,693.76
2601.1954022988507,716.8
2701.241379310345,681.6
2801.287356321839,732.16
2901.3333333333335,724.48
3001.379310344828,734.72
3101.425287356322,793.6
3201.4712643678163,712.96
3301.5172413793107,704.64
3401.5632183908046,773.12
3501.609195402299,721.92
3601.6551724137935,789.76
3701.7011494252874,803.84
3801.747126436782,770.56
3901.7931034482763,768.0
4001.8390804597702,872.96
4101.885057471264,839.68
4201.931034482759,808.96
4301.977011494253,806.4
4402.022988505747,849.92
4502.068965517242,839.68
4602.114942528736,843.52
4702.16091954023,788.48
4802.206896551725,806.4
4902.252873563219,816.64
5002.298850574713,849.92
5102.344827586207,796.8
5202.390804597701,870.4
5302.436781609195,837.12
5402.48275862069,846.08
5502.528735632184,829.44
5602.574712643678,878.08
5702.620689655173,921.6
5802.666666666667,977.92
5902.712643678161,957.44
6002.758620689656,906.24
6102.80459770115,878.08
6202.850574712644,944.64
6302.896551724139,1000.96
6402.942528735633,872.96
6502.9885057471265,898.56
6603.034482758621,960.0
6703.080459770115,924.16
6803.126436781609,990.72
6903.172413793104,919.04
7003.218390804598,994.56
7103.264367816092,948.48
7203.310344827587,1011.2
7303.356321839081,1054.72
7403.402298850575,1006.08
7503.44827586207,960.0
7603.494252873564,1047.04
7703.540229885058,1026.56
7803.5862068965525,1061.12
7903.6321839080465,990.72
8003.6781609195405,1072.64
8103.724137931035,1121.28
8203.770114942528,1013.76
8303.816091954024,949.76
8403.862068965518,1098.24
8503.908045977012,1139.2
8603.954022988506,1047.04
8704.0,1081.6
8804.045977011494,1085.44
8904.09195402299,1123.84
9004.137931034484,1108.48
9104.183908045978,1139.2
9204.229885057472,1111.04
9304.275862068966,1190.4
9404.32183908046,1152.0
9504.367816091955,1047.04
9604.41379310345,1135.36
9704.459770114943,1274.88
9804.505747126437,1162.24
9904.551724137931,1236.48
10004.597701149425,1103.36
10104.64367816092,1141.76
10204.689655172415,1203.2
10304.735632183909,1277.44
10404.781609195403,1157.12
10504.827586206897,1212.16
10604.87356321839,1223.68
10704.919540229886,1154.56
10804.96551724138,1182.72
10905.011494252874,1221.12
11005.057471264368,1282.56
11105.103448275862,1079.04
11205.149425287356,1251.84
11305.195402298852,1185.28
11405.241379310346,1228.8
11505.28735632184,1267.2
11605.333333333334,1218.56
11705.379310344828,1235.2
11805.425287356322,1267.2
11905.471264367818,1336.32
12005.517241379312,1231.36
