games,Mean Max Tile
21710.333333333336,1786.88
21810.380952380954,1605.12
21910.428571428572,1704.96
22010.47619047619,1720.32
22110.52380952381,1679.36
22210.571428571428,1710.08
22310.61904761905,1623.04
22410.666666666668,1626.88
22510.714285714286,1692.16
22610.761904761905,1715.2
22710.809523809523,1794.56
22810.857142857145,1629.44
22910.904761904763,1720.32
23010.95238095238,1802.24
23111.0,1788.16
23211.04761904762,1707.52
23311.09523809524,1735.68
23411.14285714286,1699.84
23511.190476190477,1740.8
23611.238095238095,1710.08
23711.285714285714,1715.2
23811.333333333336,1784.32
23911.380952380954,1879.04
24011.428571428572,1630.72
24111.47619047619,1802.24
24211.52380952381,1730.56
24311.57142857143,1694.72
24411.61904761905,1624.32
24511.666666666668,1802.24
24611.714285714286,1735.68
24711.761904761905,1722.88
24811.809523809523,1781.76
24911.857142857145,1807.36
25011.904761904763,1699.84
25111.95238095238,1879.04
25212.0,1712.64
25312.04761904762,1761.28
25412.09523809524,1704.96
25512.14285714286,1876.48
25612.190476190477,1756.16
25712.238095238095,1684.48
25812.285714285714,1868.8
25912.333333333336,1658.88
26012.380952380954,1768.96
26112.428571428572,1743.36
26212.47619047619,1715.2
26312.52380952381,1699.84
26412.57142857143,1771.52
26512.61904761905,1868.8
26612.666666666668,1761.28
26712.714285714286,1684.48
26812.761904761905,1797.12
26912.809523809523,1648.64
27012.857142857145,1722.88
27112.904761904763,1756.16
27212.95238095238,1733.12
27313.0,1745.92
27413.04761904762,1772.8
27513.09523809524,1753.6
27613.14285714286,1779.2
27713.190476190477,1812.48
27813.238095238095,1786.88
27913.285714285714,1651.2
28013.333333333336,1753.6
28113.380952380954,1687.04
28213.428571428572,1845.76
28313.47619047619,1728.0
28413.52380952381,1889.28
28513.57142857143,1761.28
28613.61904761905,1766.4
28713.666666666668,1786.88
28813.714285714286,1786.88
28913.761904761905,1808.64
29013.809523809527,1702.4
29113.857142857145,1838.08
29213.904761904763,1815.04
29313.95238095238,1829.12
29414.0,1743.36
29514.04761904762,1766.4
29614.09523809524,1633.28
29714.14285714286,1899.52
29814.190476190477,1722.88
29914.238095238095,1838.08
30014.285714285714,1640.96
30114.333333333336,1751.04
30214.380952380954,1699.84
30314.428571428572,1748.48
30414.47619047619,1848.32
30514.52380952381,1643.52
30614.57142857143,1848.32
30714.61904761905,1822.72
30814.666666666668,1794.56
30914.714285714286,1797.12
31014.761904761905,1817.6
31114.809523809527,1832.96
31214.857142857145,1843.2
31314.904761904763,1651.2
31414.95238095238,1797.12
31515.0,1807.36
31615.04761904762,1745.92
31715.09523809524,1806.08
31815.14285714286,1904.64
31915.190476190477,1676.8
32015.238095238095,1853.44
32115.285714285714,1725.44
32215.333333333336,1774.08
32315.380952380954,1720.32
32415.428571428572,1767.68
32515.47619047619,1830.4
32615.52380952381,1729.28
32715.57142857143,1702.4
32815.619047619046,1648.64
32915.666666666664,1707.52
33015.71428571429,1848.32
33115.76190476191,1884.16
33215.80952380953,1733.12
33315.857142857145,1781.76
33415.90476190476,1940.48
33515.95238095238,1781.76
33616.0,1694.72
33716.04761904762,1804.8
33816.09523809524,1858.56
33916.142857142855,1661.44
34016.19047619048,1777.92
34116.2380952381,1848.32
34216.28571428572,1788.16
34316.333333333336,1843.2
34416.380952380954,1899.52
34516.42857142857,1756.16
34616.47619047619,1863.68
34716.52380952381,1822.72
34816.57142857143,1930.24
34916.619047619046,1976.32
35016.666666666664,1815.04
35116.71428571429,1894.4
35216.76190476191,1838.08
35316.80952380953,1789.44
35416.857142857145,1853.44
35516.90476190476,1786.88
35616.95238095238,1832.96
35717.0,1848.32
35817.04761904762,1840.64
35917.09523809524,1766.4
36017.142857142855,1840.64
36117.19047619048,1967.36
36217.2380952381,1813.76
36317.28571428572,1866.24
36417.333333333336,1740.8
36517.380952380954,1873.92
36617.42857142857,1740.8
36717.47619047619,1804.8
36817.52380952381,1766.4
36917.57142857143,1845.76
37017.619047619046,1784.32
37117.66666666667,1894.4
37217.71428571429,1766.4
37317.76190476191,1858.56
37417.80952380953,1843.2
37517.857142857145,1827.84
37617.90476190476,1884.16
37717.95238095238,1848.32
37818.0,1886.72
37918.04761904762,1884.16
38018.09523809524,1802.24
38118.142857142855,1930.24
38218.19047619048,1922.56
38318.2380952381,1941.76
38418.28571428572,1797.12
38518.333333333336,1822.72
38618.380952380954,1863.68
38718.42857142857,1840.64
38818.47619047619,1891.84
38918.52380952381,1779.2
39018.57142857143,1955.84
39118.619047619046,1853.44
39218.66666666667,1879.04
39318.71428571429,1904.64
39418.76190476191,1843.2
39518.80952380953,1845.76
39618.857142857145,1818.88
39718.90476190476,1935.36
39818.95238095238,1830.4
39919.0,1902.08
40019.04761904762,1827.84
40119.09523809524,1856.0
40219.142857142855,1792.0
40319.19047619048,1999.36
40419.2380952381,1876.48
40519.28571428572,1868.8
40619.333333333336,1950.72
40719.380952380954,1973.76
40819.42857142857,1921.28
40919.47619047619,1889.28
41019.52380952381,1822.72
41119.57142857143,1932.8
41219.619047619046,1843.2
41319.66666666667,1950.72
41419.71428571429,1884.16
41519.76190476191,1950.72
41619.80952380953,1936.64
41719.857142857145,1848.32
41819.90476190476,1930.24
41919.95238095238,1925.12
42020.0,1971.2
42120.04761904762,1930.24
42220.09523809524,1838.08
42320.142857142855,1945.6
42420.19047619048,1803.52
42520.2380952381,1945.6
42620.28571428572,1845.76
42720.333333333336,1856.0
42820.380952380954,1899.52
42920.42857142857,1971.2
43020.47619047619,1920.0
43120.52380952381,2032.64
43220.57142857143,1960.96
43320.619047619046,1884.16
43420.66666666667,1937.92
43520.71428571429,1899.52
43620.76190476191,1854.72
43720.80952380953,1938.56
43820.857142857145,1920.0
43920.90476190476,1981.44
44020.95238095238,1890.56
44121.0,1945.6
44221.04761904762,2068.48
44321.09523809524,1981.44
44421.142857142855,1950.72
44521.19047619048,1953.28
44621.2380952381,1950.72
44721.28571428572,1894.4
44821.333333333336,1986.56
44921.380952380954,2042.88
45021.42857142857,1849.6
45121.47619047619,2119.68
45221.52380952381,1879.04
45321.57142857143,1792.0
45421.619047619046,2058.24
45521.66666666667,1960.96
45621.71428571429,1978.88
45721.76190476191,1921.28
45821.80952380953,1996.8
45921.857142857145,2037.76
46021.90476190476,1935.36
46121.95238095238,1909.76
46222.0,2068.48
46322.04761904762,1941.76
46422.09523809524,1853.44
46522.14285714286,1963.52
46622.19047619048,1973.76
46722.2380952381,1996.8
46822.28571428572,2028.8
46922.333333333336,1863.68
47022.380952380954,2088.96
47122.42857142857,1909.76
47222.47619047619,1884.16
47322.52380952381,1994.24
47422.57142857143,1836.8
47522.619047619046,2027.52
47622.66666666667,1863.68
47722.71428571429,1991.68
47822.76190476191,1886.72
47922.80952380953,2007.04
48022.857142857145,1863.68
48122.90476190476,1955.84
48222.95238095238,2160.64
48323.0,1914.88
48423.04761904762,2048.0
48523.09523809524,1944.32
48623.14285714286,2042.88
48723.19047619048,1890.56
48823.2380952381,1920.0
48923.28571428572,2037.76
49023.333333333336,2024.96
49123.380952380954,2053.12
49223.42857142857,2045.44
49323.47619047619,1945.6
49423.52380952381,2024.96
49523.57142857143,1914.88
49623.619047619046,1966.08
49723.66666666667,2058.24
49823.71428571429,2068.48
49923.76190476191,1955.84
50023.80952380953,1830.4
50123.857142857145,1952.0
50223.90476190476,2027.52
50323.95238095238,1966.08
50424.0,1935.36
50524.04761904762,2176.0
50624.09523809524,1889.28
50724.14285714286,2104.32
50824.19047619048,2017.28
50924.2380952381,1976.32
51024.28571428572,1859.84
51124.333333333336,1991.68
51224.380952380954,1969.92
51324.42857142857,2109.44
51424.47619047619,2073.6
51524.52380952381,2063.36
51624.57142857143,1894.4
51724.619047619046,2027.52
51824.66666666667,1866.88
51924.71428571429,2027.52
52024.76190476191,1904.64
52124.80952380953,1978.88
52224.857142857145,2063.36
52324.90476190476,2068.48
52424.95238095238,1935.36
52525.0,2037.76
52625.04761904762,1981.44
52725.09523809524,1996.8
52825.14285714286,2074.88
52925.19047619048,2012.16
53025.2380952381,2071.04
53125.28571428572,2053.12
53225.333333333336,2058.24
53325.380952380954,1958.4
53425.42857142857,2058.24
53525.47619047619,2007.04
53625.52380952381,2042.88
53725.57142857143,2030.72
53825.619047619046,2234.88
53925.66666666667,2048.0
54025.71428571429,2007.04
54125.76190476191,2124.8
54225.80952380953,1940.48
54325.857142857145,2145.28
54425.90476190476,2027.52
54525.95238095238,1971.2
54626.0,2063.36
54726.04761904762,2050.56
54826.09523809524,1971.2
54926.14285714286,2078.72
55026.19047619048,2091.52
55126.2380952381,2127.36
55226.28571428572,2078.72
55326.333333333336,2186.24
55426.380952380954,2083.84
55526.42857142857,2042.88
55626.47619047619,2055.68
55726.52380952381,2063.36
55826.57142857143,1996.8
55926.619047619046,2170.88
56026.66666666667,2176.0
56126.71428571429,2193.92
56226.76190476191,2199.04
56326.80952380953,1996.8
56426.857142857145,2094.08
56526.90476190476,1971.2
56626.95238095238,2053.12
56727.0,2053.12
56827.04761904762,2206.72
56927.09523809524,2150.4
57027.14285714286,2160.64
57127.19047619048,2014.72
57227.2380952381,1981.44
57327.28571428572,2078.72
57427.333333333336,2112.0
57527.380952380954,2145.28
57627.42857142857,2088.96
57727.47619047619,2196.48
57827.52380952381,2012.16
57927.57142857143,2232.32
58027.61904761905,2237.44
58127.66666666667,2214.4
58227.71428571429,2112.0
58327.76190476191,2196.48
58427.80952380953,2173.44
58527.857142857145,2124.8
58627.90476190476,2173.44
58727.95238095238,2053.12
58828.0,2150.4
58928.04761904762,2224.64
59028.09523809524,2151.68
59128.14285714286,2265.6
59228.19047619048,2216.96
59328.2380952381,2109.44
59428.28571428572,2160.64
59528.333333333336,2370.56
59628.380952380954,1999.36
59728.42857142857,2106.88
59828.47619047619,2135.04
59928.52380952381,2206.72
60028.57142857143,2050.56
60128.61904761905,2278.4
60228.66666666667,2094.08
60328.71428571429,2214.4
60428.76190476191,2181.12
60528.80952380953,2158.08
60628.857142857145,2278.4
60728.90476190476,1971.2
60828.95238095238,2106.88
60929.0,2042.88
61029.04761904762,2160.64
61129.09523809524,2109.44
61229.14285714286,2201.6
61329.19047619048,2094.08
61429.2380952381,2360.32
61529.28571428572,2150.4
61629.333333333336,2037.76
61729.380952380954,2416.64
61829.42857142857,2078.72
61929.47619047619,2178.56
62029.52380952381,2237.44
62129.57142857143,2268.16
62229.61904761905,2186.24
62329.66666666667,2078.72
62429.71428571429,2270.72
62529.76190476191,2140.16
62629.80952380953,2150.4
62729.857142857145,2094.08
62829.90476190476,1973.76
62929.95238095238,2196.48
63030.0,2007.04
63130.04761904762,2135.04
63230.09523809524,2183.68
63330.14285714286,2065.92
63430.19047619048,2255.36
63530.2380952381,2178.56
63630.28571428572,2216.96
63730.333333333336,2127.36
63830.380952380954,2211.84
63930.42857142857,2247.68
64030.47619047619,2145.28
64130.52380952381,2288.64
64230.57142857143,2334.72
64330.61904761905,2187.52
64430.66666666667,2224.64
64530.71428571429,2188.8
64630.76190476191,2273.28
64730.80952380953,2232.32
64830.857142857145,2449.92
64930.90476190476,2298.88
65030.95238095238,2320.64
65131.0,2334.72
65231.04761904762,2234.88
65331.09523809524,2347.52
65431.14285714286,2329.6
65531.19047619048,2227.2
65631.23809523809,2214.4
65731.28571428571,2368.0
65831.33333333333,2142.72
65931.38095238096,2252.8
66031.42857142858,2214.4
66131.4761904762,2449.92
66231.52380952382,2186.24
66331.57142857143,2081.28
66431.61904761905,2498.56
66531.66666666667,2109.44
66631.71428571429,2257.92
66731.76190476191,2257.92
66831.80952380953,2252.8
66931.85714285714,2283.52
67031.90476190476,2263.04
67131.95238095238,2135.04
67232.0,2280.96
67332.04761904762,2191.36
67432.09523809524,2288.64
67532.14285714286,2065.92
67632.19047619047,2155.52
67732.23809523809,2337.28
67832.28571428571,2242.56
67932.33333333333,2278.4
68032.38095238096,2478.08
68132.42857142858,2240.64
68232.4761904762,2325.76
68332.52380952382,2291.2
68432.57142857143,2209.28
68532.61904761905,2237.44
68632.66666666667,2283.52
68732.71428571429,2423.04
68832.76190476191,2278.4
68932.80952380953,2127.36
69032.85714285714,2142.72
69132.90476190476,2224.64
69232.95238095238,2360.32
69333.0,2137.6
69433.04761904762,2204.16
69533.09523809524,2273.28
69633.14285714286,2155.52
69733.19047619047,2176.0
69833.23809523809,2252.8
69933.28571428571,2329.6
70033.33333333333,2350.08
70133.38095238096,2396.16
70233.42857142858,2307.84
70333.4761904762,2432.0
70433.52380952382,2155.52
70533.57142857143,2155.52
70633.61904761905,2237.44
70733.66666666667,2339.84
70833.71428571429,2334.72
70933.76190476191,2355.2
71033.80952380953,2114.56
71133.85714285714,2416.64
71233.90476190476,2191.36
71333.95238095238,2373.12
71434.0,2112.0
71534.04761904762,2137.6
71634.09523809524,2188.8
71734.14285714286,2385.92
71834.19047619047,2196.48
71934.23809523809,2314.24
72034.28571428571,2257.92
72134.33333333334,2268.16
72234.38095238096,2227.2
72334.42857142858,2298.88
72434.4761904762,2247.68
72534.52380952382,2263.04
72634.57142857143,2122.24
72734.61904761905,2391.04
72834.66666666667,2263.04
72934.71428571429,2329.6
73034.76190476191,2196.48
73134.80952380953,2293.76
73234.85714285714,2273.28
73334.90476190476,2327.04
73434.95238095238,2206.72
73535.0,2375.68
73635.04761904762,2301.44
73735.09523809524,2278.4
73835.14285714286,2247.68
73935.19047619047,2370.56
74035.23809523809,2298.88
74135.28571428571,2411.52
74235.33333333334,2483.2
74335.38095238096,2232.32
74435.42857142858,2429.44
74535.4761904762,2288.64
74635.52380952382,2280.96
74735.57142857143,2416.64
74835.61904761905,2150.4
74935.66666666667,2360.32
75035.71428571429,2368.0
75135.76190476191,2373.12
75235.80952380953,2388.48
75335.85714285714,2201.6
75435.90476190476,2227.2
75535.95238095238,2398.72
75636.0,2370.56
75736.04761904762,2549.76
75836.09523809524,2534.4
75936.14285714286,2437.12
76036.19047619047,2257.92
76136.23809523809,2201.6
76236.28571428571,2293.76
76336.33333333334,2302.72
76436.38095238096,2449.92
76536.42857142858,2428.16
76636.4761904762,2406.4
76736.52380952382,2391.04
76836.57142857143,2293.76
76936.61904761905,2288.64
77036.66666666667,2426.88
77136.71428571429,2365.44
77236.76190476191,2263.04
77336.80952380953,2247.68
77436.85714285714,2252.8
77536.90476190476,2385.92
77636.95238095238,2151.68
77737.0,2452.48
77837.04761904762,2311.68
77937.09523809524,2616.32
78037.14285714286,2452.48
78137.19047619047,2462.72
78237.23809523809,2329.6
78337.28571428571,2503.68
78437.33333333334,2304.0
78537.38095238096,2452.48
78637.42857142858,2352.64
78737.4761904762,2275.84
78837.52380952382,2347.52
78937.57142857143,2531.84
79037.61904761905,2621.44
79137.66666666667,2396.16
79237.71428571429,2688.0
79337.76190476191,2462.72
79437.80952380953,2283.52
79537.85714285714,2252.8
79637.90476190476,2739.2
79737.95238095238,2421.76
79838.0,2391.04
79938.04761904762,2186.24
80038.09523809524,2283.52
80138.14285714286,2257.92
80238.19047619047,2508.8
80338.23809523809,2270.72
80438.28571428571,2350.08
80538.33333333334,2321.92
80638.38095238096,2398.72
80738.42857142858,2493.44
80838.4761904762,2462.72
80938.52380952382,2437.12
81038.57142857143,2544.64
81138.61904761905,2421.76
81238.66666666667,2426.88
81338.71428571429,2572.8
81438.76190476191,2488.32
81538.80952380953,2360.32
81638.85714285714,2214.4
81738.90476190476,2259.2
81838.95238095238,2521.6
81939.0,2442.24
82039.04761904762,2575.36
82139.09523809524,2575.36
82239.14285714286,2370.56
82339.19047619047,2566.4
82439.23809523809,2544.64
82539.28571428571,2472.96
82639.33333333334,2544.64
82739.38095238096,2252.8
82839.42857142858,2337.28
82939.4761904762,2460.16
83039.52380952382,2493.44
83139.57142857143,2442.24
83239.61904761905,2419.2
83339.66666666667,2575.36
83439.71428571429,2414.08
83539.76190476191,2396.16
83639.80952380953,2685.44
83739.85714285714,2268.16
83839.90476190476,2467.84
83939.95238095238,2370.56
84040.0,2378.24
84140.04761904762,2508.8
84240.09523809524,2411.52
84340.14285714286,2421.12
84440.19047619047,2485.76
84540.23809523809,2526.72
84640.28571428571,2432.0
84740.33333333334,2663.68
84840.38095238096,2457.6
84940.42857142858,2611.2
85040.4761904762,2626.56
85140.52380952382,2600.96
85240.57142857143,2462.72
85340.61904761905,2590.72
85440.66666666667,2508.8
85540.71428571429,2539.52
85640.76190476191,2570.24
85740.80952380953,2419.2
85840.85714285714,2385.92
85940.90476190476,2513.92
86040.95238095238,2519.04
86141.0,2432.0
86241.04761904762,2380.8
86341.09523809524,2654.72
86441.14285714286,2403.84
86541.19047619047,2324.48
86641.23809523809,2624.0
86741.28571428571,2547.2
86841.33333333334,2513.92
86941.38095238096,2664.96
87041.42857142858,2524.16
87141.4761904762,2672.64
87241.52380952382,2585.6
87341.57142857143,2572.8
87441.61904761905,2664.96
87541.66666666667,2636.8
87641.71428571429,2585.6
87741.76190476191,2493.44
87841.80952380953,2508.8
87941.85714285714,2526.72
88041.90476190476,2458.88
88141.95238095238,2439.68
88242.0,2565.12
88342.04761904762,2621.44
88442.09523809524,2421.76
88542.14285714286,2380.8
88642.19047619047,2565.12
88742.23809523809,2576.64
88842.28571428571,2255.36
88942.33333333334,2385.92
89042.38095238096,2626.56
89142.42857142858,2457.6
89242.4761904762,2426.88
89342.52380952382,2531.84
89442.57142857143,2536.96
89542.61904761905,2611.2
89642.66666666667,2478.08
89742.71428571429,2539.52
89842.76190476191,2585.6
89942.80952380953,2410.24
90042.85714285714,2621.44
90142.90476190476,2570.24
90242.95238095238,2816.0
90343.0,2524.16
90443.04761904762,2595.84
90543.09523809524,2575.36
90643.14285714286,2595.84
90743.19047619047,2700.8
90843.23809523809,2649.6
90943.28571428571,2677.76
91043.33333333334,2887.68
91143.38095238096,2513.92
91243.42857142858,2329.6
91343.4761904762,2371.84
91443.52380952382,2408.96
91543.57142857143,2283.52
91643.61904761905,2667.52
91743.66666666667,2560.0
91843.71428571429,2408.96
91943.76190476191,2654.72
92043.80952380953,2616.32
92143.85714285714,2483.2
92243.90476190476,2588.16
92343.95238095238,2544.64
92444.0,2485.76
92544.04761904762,2455.04
92644.09523809524,2529.28
92744.14285714286,2508.8
92844.19047619047,2749.44
92944.23809523809,2649.6
93044.28571428572,2557.44
93144.33333333334,2734.08
93244.38095238096,2531.84
93344.42857142858,2472.96
93444.4761904762,2662.4
93544.52380952382,2536.96
93644.57142857143,2511.36
93744.61904761905,2519.04
93844.66666666667,2570.24
93944.71428571429,2529.28
94044.76190476191,2590.72
94144.80952380953,2734.08
94244.85714285714,2785.28
94344.90476190476,2703.36
94444.95238095238,2713.6
94545.0,2447.36
94645.04761904762,2536.96
94745.09523809524,2583.04
94845.14285714286,2667.52
94945.19047619047,2728.96
95045.23809523809,2583.04
95145.28571428572,2554.88
95245.33333333334,2621.44
95345.38095238096,2769.92
95445.42857142858,2746.88
95545.4761904762,2567.68
95645.52380952382,2565.12
95745.57142857143,2437.12
95845.61904761905,2531.84
95945.66666666667,2516.48
96045.71428571429,2629.12
96145.76190476191,2437.12
96245.80952380953,2557.44
96345.85714285714,2653.44
96445.90476190476,2636.8
96545.95238095238,2662.4
96646.0,2588.16
96746.04761904762,2391.04
96846.09523809524,2621.44
96946.14285714286,2703.36
97046.19047619047,2677.76
97146.23809523809,2777.6
97246.28571428572,2570.24
97346.33333333334,2766.08
97446.38095238096,2600.96
97546.42857142858,2556.16
97646.4761904762,2744.32
97746.52380952382,2547.2
97846.57142857143,2562.56
97946.61904761905,2503.68
98046.66666666667,2621.44
98146.71428571429,2575.36
98246.76190476191,2736.64
98346.80952380953,2708.48
98446.85714285714,2680.32
98546.90476190476,2667.52
98646.95238095238,2718.72
98747.0,2496.0
98847.04761904762,2703.36
98947.09523809524,2693.12
99047.14285714286,2739.2
99147.19047619047,2654.72
99247.23809523809,2662.4
99347.28571428572,2775.04
99447.33333333334,2734.08
99547.38095238096,2798.08
99647.42857142858,2723.84
99747.4761904762,2647.04
99847.52380952382,2677.76
99947.57142857143,2662.4
100047.61904761905,2503.68
100147.66666666667,2611.2
100247.71428571429,2862.08
100347.76190476191,2636.8
100447.80952380953,2672.64
100547.85714285714,2808.32
100647.90476190476,2519.04
100747.95238095238,2856.96
100848.0,2580.48
100948.04761904762,2626.56
101048.09523809524,2385.92
101148.14285714286,2639.36
101248.19047619047,2467.84
101348.23809523809,2682.88
101448.28571428572,2775.04
101548.33333333334,2744.32
101648.38095238096,2657.28
101748.42857142858,2739.2
101848.4761904762,2677.76
101948.52380952382,2749.44
102048.57142857143,2775.04
102148.61904761905,2485.76
102248.66666666667,2611.2
102348.71428571429,2831.36
102448.76190476191,2641.92
102548.80952380953,2700.8
102648.85714285714,2641.92
102748.90476190476,2603.52
102848.95238095238,2657.28
102949.0,2580.48
103049.04761904762,2764.8
103149.09523809524,2529.28
103249.14285714286,2682.88
103349.19047619047,2746.88
103449.23809523809,2621.44
103549.28571428572,2631.68
103649.33333333334,2676.48
103749.38095238096,2626.56
103849.42857142858,2688.0
103949.4761904762,2565.12
104049.52380952382,2639.36
104149.57142857143,2560.0
104249.61904761905,2913.28
104349.66666666667,2631.68
104449.71428571429,2567.68
104549.76190476191,2596.48
104649.80952380953,2688.0
104749.85714285714,2836.48
104849.90476190476,2823.68
104949.95238095238,2741.76
105050.0,2575.36
105150.04761904762,2826.24
105250.09523809524,2908.16
105350.14285714286,2757.12
105450.19047619047,2670.08
105550.23809523809,2782.72
105650.28571428572,2908.16
105750.33333333334,2677.76
105850.38095238096,2718.72
105950.42857142858,2580.48
106050.4761904762,2713.6
106150.52380952382,2780.16
106250.57142857143,2711.04
106350.61904761905,2775.04
106450.66666666667,2764.8
106550.71428571429,2856.96
106650.76190476191,2831.36
106750.80952380953,2708.48
106850.85714285714,2764.8
106950.90476190476,2631.68
107050.95238095238,2841.6
107151.0,2516.48
107251.04761904762,2826.24
107351.09523809524,2682.88
107451.14285714286,2608.64
107551.19047619047,2827.52
107651.23809523809,2745.6
107751.28571428572,2600.96
107851.33333333334,2726.4
107951.38095238096,2880.0
108051.42857142858,2626.56
108151.4761904762,2585.6
108251.52380952382,2792.96
108351.57142857143,2938.88
108451.61904761905,2698.24
108551.66666666667,2764.8
108651.71428571429,2764.8
108751.76190476191,2708.48
108851.80952380953,2851.84
108951.85714285714,2519.68
109051.90476190476,2846.72
